sep=,
466,a house-boat on the styx,John Kendrick Bangs,1895,John Kendrick Bangs,2618
870,second treatise of government,John Locke,1689,John Locke,7370
494,moonfleet,John Meade Falkner,1898,J. Meade Falkner,10743
267,paradise lost,John Milton,1667,John Milton,20
674,the king of the golden river,John Ruskin,1851,John Ruskin,701
273,on liberty,John Stuart Mill,1859,John Stuart Mill,34901
811,the subjection of women,John Stuart Mill,1869,John Stuart Mill,27083
587,eccentricities of the animal creation,John Timbs,2003,John Timbs,44422
810,the duchess of malfi,John Webster,1614,John Webster,2232
111,the vampyre a tale,John William Polidori,1819,John Polidori,6087
889,raggedy ann stories,Johnny Gruelle,1918,Johnny Gruelle,18190
888,raggedy andy stories,Johnny Gruelle,1920,Johnny Gruelle,17371
121,a modest proposal,Jonathan Swift,1729,Jonathan Swift,1080
71,gulliver's travels,Jonathan Swift,1726,Jonathan Swift,829
227,lord jim,Joseph Conrad,1900,Joseph Conrad,5658
300,the secret agent,Joseph Conrad,1907,Joseph Conrad,974
50,heart of darkness,Joseph Conrad,1899,Joseph Conrad,219
671,english fairy tales,Joseph Jacobs,1890,Anonymous,7439
596,great ghost stories,Joseph Lewis French,1918,Various,41170
575,platero y yo,Juan Ramón Jiménez,1914,Juan Ramon Jimenez,9980
589,harmaja linna,Juho Koskimaa,1921,Juho Koskimaa,50947
59,twenty thousand leagues under the sea,Jules Verne,1869,Jules Verne,164
469,the mysterious island,Jules Verne,1874,Jules Verne,1268
190,from the earth to the moon,Jules Verne,1865,Jules Verne,83
736,old-fashioned fairy tales,Juliana Horatia Ewing,1882,Juliana Horatia Gatty Ewing,15592
