Far Above Rubies,George MacDonald,8955,http://www.gutenberg.org/files/8955/8955.txt
Rampolli,George MacDonald,8949,http://www.gutenberg.org/files/8949/8949.txt
The Elect Lady,George MacDonald,8944,http://www.gutenberg.org/files/8944/8944.txt
"Adela Cathcart, Vol. 3",George MacDonald,8943,http://www.gutenberg.org/files/8943/8943.txt
"Adela Cathcart, Vol. 2",George MacDonald,8929,http://www.gutenberg.org/files/8929/8929.txt
Home Again,George MacDonald,8924,http://www.gutenberg.org/files/8924/8924.txt
The Portent and Other Stories,George MacDonald,8913,http://www.gutenberg.org/files/8913/8913.txt
The Flight of the Shadow,George MacDonald,8902,http://www.gutenberg.org/files/8902/8902.txt
"Adela Cathcart, Vol. 1",George MacDonald,8892,http://www.gutenberg.org/files/8892/8892.txt
A Rough Shaking,George MacDonald,8886,http://www.gutenberg.org/files/8886/8886.txt
There and Back,George MacDonald,8879,http://www.gutenberg.org/files/8879/8879.txt
